Date,Firm,To Grade,From Grade,Action,stock_symbol
2019-01-11 11:12:39,UBS,Buy,Neutral,up,NFLX
2019-01-11 12:20:13,Raymond James,Strong Buy,Outperform,up,NFLX
2019-01-11 12:44:20,Morgan Stanley,Overweight,Overweight,reit,NFLX
2019-01-14 14:48:43,JP Morgan,Overweight,Overweight,main,NFLX
2019-01-18 12:33:33,Morgan Stanley,Overweight,Overweight,main,NFLX
2019-01-18 12:39:16,Wedbush,Underperform,Underperform,main,NFLX
2019-01-18 12:52:57,Nomura,Neutral,Neutral,main,NFLX
2019-01-18 12:56:41,Pivotal Research,Buy,Buy,main,NFLX
2019-01-18 12:58:13,Raymond James,Strong Buy,Strong Buy,reit,NFLX
2019-01-18 13:06:21,RBC Capital,Outperform,Outperform,main,NFLX
2019-01-18 13:07:05,Stifel Nicolaus,Buy,Buy,reit,NFLX
2019-01-18 13:10:14,Bank of America,Buy,Buy,reit,NFLX
2019-01-18 13:15:25,Canaccord Genuity,Buy,Buy,main,NFLX
2019-01-18 13:42:54,Goldman Sachs,Buy,Buy,main,NFLX
2019-03-08 12:43:41,Buckingham,Neutral,Buy,down,NFLX
2019-04-02 11:44:54,Rosenblatt,Neutral,,init,NFLX
2019-04-16 12:23:44,Deutsche Bank,Buy,Hold,up,NFLX
2019-04-16 13:13:38,BMO Capital,Outperform,Outperform,main,NFLX
2019-04-17 12:58:34,Buckingham,Neutral,Neutral,main,NFLX
2019-04-17 13:20:56,Oppenheimer,Outperform,Outperform,main,NFLX
2019-04-17 13:37:58,Wedbush,Underperform,Underperform,main,NFLX
2019-04-17 14:01:45,Credit Suisse,Outperform,Outperform,main,NFLX
2019-04-26 14:02:13,Imperial Capital,Outperform,Outperform,main,NFLX
2019-06-04 10:25:27,Loop Capital,Buy,Hold,up,NFLX
2019-07-18 11:41:50,Raymond James,Strong Buy,,main,NFLX
2019-07-18 12:24:14,Nomura,Neutral,,main,NFLX
2019-07-18 12:26:42,Wedbush,Underperform,,main,NFLX
2019-07-18 12:27:23,BMO Capital,Outperform,,main,NFLX
2019-07-18 12:31:53,Credit Suisse,Outperform,,reit,NFLX
2019-07-18 12:41:49,Citigroup,Buy,,main,NFLX
2019-08-29 10:08:37,Imperial Capital,Outperform,,main,NFLX
2019-09-24 10:17:03,Wells Fargo,Market Perform,,init,NFLX
2019-09-24 11:28:45,Pivotal Research,Buy,,main,NFLX
2019-10-07 13:22:51,Evercore ISI Group,In-Line,,main,NFLX
2019-10-09 13:54:55,Monness Crespi Hardt,Buy,,main,NFLX
2019-10-09 13:56:53,Rosenblatt,Neutral,,main,NFLX
2019-10-10 12:33:35,Goldman Sachs,Buy,,main,NFLX
2019-10-10 13:13:22,UBS,Buy,,main,NFLX
2019-10-14 11:57:02,Morgan Stanley,Overweight,,main,NFLX
2019-10-14 12:15:55,Raymond James,Strong Buy,,main,NFLX
2019-10-17 11:11:00,Macquarie,Neutral,Outperform,down,NFLX
2019-10-17 11:12:50,Nomura,Neutral,,main,NFLX
2019-10-17 11:52:35,Guggenheim,Buy,,main,NFLX
2019-10-17 12:00:17,Wells Fargo,Market Perform,,main,NFLX
2019-10-17 12:02:29,Bernstein,Outperform,,main,NFLX
2019-10-17 12:16:49,Piper Jaffray,Overweight,,main,NFLX
2019-10-17 12:19:23,Cowen & Co.,Outperform,,main,NFLX
2019-10-17 12:30:09,Bank of America,Buy,,main,NFLX
2019-10-17 12:56:16,Baird,Neutral,,main,NFLX
2019-10-17 13:53:27,Huber Research,Underweight,Overweight,down,NFLX
2019-10-17 14:00:10,RBC Capital,Outperform,,main,NFLX
2019-10-28 09:59:43,Imperial Capital,Outperform,,main,NFLX
2019-11-25 11:29:41,Wells Fargo,Underperform,Market Perform,down,NFLX
2019-12-03 11:02:05,Citigroup,Neutral,Buy,down,NFLX
2019-12-10 11:18:47,Needham,Underperform,Hold,down,NFLX
2019-12-19 13:58:55,Pivotal Research,Buy,,main,NFLX
2020-01-17 13:04:04,UBS,Buy,,main,NFLX
2020-01-22 12:39:49,Wedbush,Underperform,,main,NFLX
2020-01-22 13:50:30,UBS,Buy,,main,NFLX
2020-01-22 15:06:32,Rosenblatt,Neutral,,main,NFLX
2020-01-22 15:21:48,Baird,Neutral,,main,NFLX
2020-01-22 16:01:10,Oppenheimer,Outperform,,main,NFLX
2020-01-23 14:25:00,Guggenheim,Buy,,main,NFLX
2020-01-27 11:41:46,Citigroup,Neutral,,main,NFLX
2020-03-04 09:51:34,Imperial Capital,Outperform,,main,NFLX
2020-03-23 10:09:59,Baird,Outperform,Neutral,up,NFLX
2020-04-01 14:29:58,Bernstein,Outperform,,main,NFLX
2020-04-02 08:38:35,Wells Fargo,Underweight,,main,NFLX
2020-04-14 10:16:58,Imperial Capital,Outperform,,main,NFLX
2020-04-14 14:29:44,B of A Securities,Buy,,main,NFLX
2020-04-15 12:52:14,Cowen & Co.,Outperform,,reit,NFLX
2020-04-15 14:18:41,Stifel,Buy,,main,NFLX
2020-04-15 19:47:58,Pivotal Research,Buy,,main,NFLX
2020-04-16 12:20:30,Morgan Stanley,Overweight,,main,NFLX
2020-04-16 12:28:59,Goldman Sachs,Buy,,reit,NFLX
2020-04-16 15:13:24,Wedbush,Underperform,,main,NFLX
2020-04-17 11:04:33,Rosenblatt,Neutral,,reit,NFLX
2020-04-17 15:55:07,Benchmark,Sell,,init,NFLX
2020-04-22 09:00:46,Wells Fargo,Equal-Weight,Underweight,up,NFLX
2020-04-22 10:29:12,Stifel,Hold,Buy,down,NFLX
2020-04-22 11:44:37,Raymond James,Outperform,Strong Buy,down,NFLX
2020-04-22 11:59:32,RBC Capital,Outperform,,reit,NFLX
2020-04-22 12:27:35,Credit Suisse,Outperform,,main,NFLX
2020-04-22 13:49:57,UBS,Buy,,main,NFLX
2020-04-22 14:56:12,Benchmark,Overweight,,main,NFLX
2020-04-22 15:09:33,Wedbush,Underperform,,main,NFLX
2020-04-22 15:20:33,Canaccord Genuity,Buy,,main,NFLX
2020-04-22 16:00:00,JP Morgan,Overweight,,reit,NFLX
2020-04-22 16:08:26,Nomura,Neutral,,main,NFLX
2020-04-22 17:34:05,SunTrust Robinson Humphrey,Buy,,main,NFLX
2020-04-23 10:20:33,Imperial Capital,Outperform,,main,NFLX
2020-04-23 15:44:27,Morgan Stanley,Overweight,,main,NFLX
2020-04-23 16:07:49,SunTrust Robinson Humphrey,Buy,,main,NFLX
2020-05-14 14:25:50,Jefferies,Buy,,init,NFLX
2020-05-21 15:36:01,Citigroup,Neutral,,main,NFLX
2020-06-18 08:39:52,Imperial Capital,Outperform,,main,NFLX
2020-07-06 11:52:15,Imperial Capital,In-Line,Outperform,down,NFLX
2020-07-07 13:11:18,Credit Suisse,Outperform,,main,NFLX
2020-07-08 11:50:29,Rosenblatt,Neutral,,reit,NFLX
2020-07-10 12:35:35,Goldman Sachs,Buy,,main,NFLX
2020-07-13 10:58:33,BMO Capital,Outperform,,main,NFLX
2020-07-13 14:05:58,Benchmark,Sell,,main,NFLX
2020-07-14 10:22:28,UBS,Neutral,Buy,down,NFLX
2020-07-14 14:01:15,Wedbush,Underperform,,main,NFLX
2020-09-08 17:05:57,Truist Securities,Buy,,main,NFLX
2020-09-15 08:55:03,KeyBanc,Overweight,,init,NFLX
2020-09-28 16:39:00,Guggenheim,Buy,,main,NFLX
2020-09-28 16:43:51,Jefferies,Buy,,main,NFLX
2020-10-07 14:52:26,Pivotal Research,Buy,,main,NFLX
2020-10-15 10:27:32,KeyBanc,Overweight,,main,NFLX
2020-10-15 16:13:26,Canaccord Genuity,Buy,,main,NFLX
2020-10-16 12:30:38,Morgan Stanley,Overweight,,main,NFLX
2020-10-16 15:14:01,B of A Securities,Buy,,main,NFLX
2020-10-21 11:28:36,BMO Capital,Outperform,,main,NFLX
2020-10-21 11:44:01,Morgan Stanley,Overweight,,main,NFLX
2020-10-21 11:58:29,Benchmark,Sell,,main,NFLX
2020-10-21 16:12:18,Wedbush,Underperform,,main,NFLX
2020-10-21 16:15:07,Oppenheimer,Outperform,,main,NFLX
2014-12-17 00:00:00,Pivotal Research,Buy,,up,GOOGL
2015-01-08 06:03:07,Stifel,Hold,Buy,down,GOOGL
2015-01-14 09:00:00,Credit Suisse,Outperform,,main,GOOGL
2015-01-30 09:00:00,Citigroup,Buy,,main,GOOGL
2015-03-02 14:04:06,Bank of America,Buy,Neutral,up,GOOGL
2015-03-06 08:07:11,Citigroup,Buy,,main,GOOGL
2015-04-21 09:00:00,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2015-04-24 09:00:00,CRT Capital,Buy,,main,GOOGL
2015-07-13 08:40:26,Pivotal Research,Hold,Buy,down,GOOGL
2015-07-16 06:18:29,BMO Capital,Outperform,Market Perform,up,GOOGL
2015-07-17 05:55:55,MKM Partners,Buy,,init,GOOGL
2015-07-17 06:11:25,Mizuho,Neutral,,main,GOOGL
2015-07-17 06:17:03,Jefferies,Buy,,main,GOOGL
2015-07-17 06:23:09,JMP Securities,Market Perform,,main,GOOGL
2015-07-17 07:15:33,Bernstein,Outperform,,main,GOOGL
2015-08-12 06:18:29,Morgan Stanley,Overweight,,up,GOOGL
2015-08-26 04:02:02,Goldman Sachs,Buy,Neutral,up,GOOGL
2015-09-21 06:26:34,JMP Securities,Market Outperform,,main,GOOGL
2015-10-09 04:35:07,Credit Suisse,Outperform,,main,GOOGL
2015-10-23 13:38:02,Macquarie,Outperform,,main,GOOGL
2016-01-12 04:22:48,Credit Suisse,Outperform,,main,GOOGL
2016-02-02 11:02:58,Barclays,Overweight,,main,GOOGL
2016-02-02 12:01:33,Stifel Nicolaus,Buy,,main,GOOGL
2016-02-02 14:03:23,Cantor Fitzgerald,Buy,,main,GOOGL
2016-02-02 14:06:34,KeyBanc,Overweight,,main,GOOGL
2016-02-02 14:11:18,Nomura,Buy,,main,GOOGL
2016-04-01 06:39:18,Citigroup,Neutral,,main,GOOGL
2016-04-07 04:40:41,Morgan Stanley,Overweight,,main,GOOGL
2016-04-11 05:59:41,Pivotal Research,Buy,Hold,up,GOOGL
2016-04-18 05:57:46,Credit Suisse,Outperform,,main,GOOGL
2016-04-22 06:59:37,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2016-04-22 07:02:08,Morgan Stanley,Overweight,,main,GOOGL
2016-04-22 07:49:23,Stifel Nicolaus,Buy,,main,GOOGL
2016-04-22 07:58:24,Oppenheimer,Outperform,,main,GOOGL
2016-04-22 08:01:25,Cantor Fitzgerald,Buy,,main,GOOGL
2016-04-22 08:13:57,JMP Securities,Market Outperform,,main,GOOGL
2016-04-22 08:14:34,Jefferies,Buy,,main,GOOGL
2016-04-22 08:54:13,Macquarie,Buy,,main,GOOGL
2016-04-22 09:14:05,Baird,Outperform,,main,GOOGL
2016-06-08 04:19:27,Maxim Group,Overweight,,main,GOOGL
2016-06-29 08:35:41,Goldman Sachs,Buy,,main,GOOGL
2016-07-29 04:16:43,Credit Suisse,Outperform,,main,GOOGL
2016-07-29 06:42:52,UBS,Buy,,main,GOOGL
2016-07-29 07:05:06,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2016-07-29 07:16:30,JMP Securities,Market Outperform,,main,GOOGL
2016-07-29 07:21:43,Deutsche Bank,Buy,,main,GOOGL
2016-07-29 07:34:58,CLSA,Buy,,main,GOOGL
2016-07-29 07:40:20,Jefferies,Buy,,main,GOOGL
2016-07-29 10:43:12,Citigroup,Buy,,main,GOOGL
2016-09-27 16:14:09,Wedbush,Underperform,Neutral,down,GOOGL
2016-10-17 08:14:18,Credit Suisse,Outperform,,main,GOOGL
2016-12-21 16:12:54,Aegis Capital,Buy,,init,GOOGL
2017-03-20 14:57:56,Pivotal Research,Hold,Buy,down,GOOGL
2017-03-27 17:35:16,Nomura,Buy,,main,GOOGL
2017-03-30 15:51:24,Barclays,Overweight,,init,GOOGL
2017-03-31 11:17:36,Loop Capital,Hold,,init,GOOGL
2017-04-04 14:11:52,BMO Capital,Market Perform,Outperform,down,GOOGL
2017-06-15 13:03:25,Canaccord Genuity,Hold,Buy,down,GOOGL
2017-07-25 15:23:18,Bank of America,Buy,,main,GOOGL
2017-07-25 15:50:05,JMP Securities,Market Outperform,,main,GOOGL
2017-07-25 18:26:53,Morgan Stanley,Overweight,,main,GOOGL
2017-08-16 12:16:53,SunTrust Robinson Humphrey,Buy,,init,GOOGL
2017-09-27 15:10:17,Wells Fargo,Outperform,,main,GOOGL
2017-10-11 14:38:29,Credit Suisse,Outperform,,main,GOOGL
2017-10-27 12:11:16,Stifel Nicolaus,Buy,,main,GOOGL
2017-10-27 12:55:59,Citigroup,Buy,,main,GOOGL
2017-10-27 17:18:57,BMO Capital,Market Perform,,main,GOOGL
2017-10-27 18:14:48,Canaccord Genuity,Hold,,main,GOOGL
2017-10-30 17:43:31,Citigroup,Buy,,main,GOOGL
2017-12-06 14:00:20,Evercore ISI Group,Outperform,,init,GOOGL
2018-01-26 19:42:41,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-02-02 11:50:55,Stifel Nicolaus,Hold,Buy,down,GOOGL
2018-02-02 14:09:31,Morgan Stanley,Outperform,Overweight,main,GOOGL
2018-02-02 14:42:33,Bank of America,Buy,Buy,main,GOOGL
2018-02-02 14:50:47,BMO Capital,Market Perform,Market Perform,main,GOOGL
2018-02-02 15:05:36,Barclays,Overweight,Overweight,main,GOOGL
2018-04-10 14:23:09,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-04-20 12:34:16,Credit Suisse,Outperform,Outperform,main,GOOGL
2018-04-23 13:18:32,Credit Suisse,Outperform,Outperform,main,GOOGL
2018-04-24 10:08:38,KeyBanc,Overweight,Overweight,main,GOOGL
2018-04-24 11:11:34,Stifel Nicolaus,Hold,Hold,main,GOOGL
2018-04-24 12:12:00,Canaccord Genuity,Hold,Hold,main,GOOGL
2018-04-24 12:59:17,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-04-24 15:55:47,Barclays,Overweight,Overweight,main,GOOGL
2018-04-25 11:08:52,Stifel Nicolaus,Buy,Hold,up,GOOGL
2018-05-05 13:32:14,Argus,Buy,,main,GOOGL
2018-05-05 14:00:37,B. Riley FBR,Buy,,main,GOOGL
2018-06-28 16:14:28,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-07-11 11:47:35,Nomura,Buy,,init,GOOGL
2018-07-13 16:34:32,Barclays,Overweight,Overweight,main,GOOGL
2018-07-16 12:53:54,Credit Suisse,Outperform,Outperform,main,GOOGL
2018-07-24 11:29:25,KeyBanc,Overweight,Overweight,main,GOOGL
2018-07-24 11:35:24,Stifel Nicolaus,Buy,Buy,main,GOOGL
2018-07-24 11:42:50,JMP Securities,Market Outperform,Market Outperform,main,GOOGL
2018-07-24 11:44:40,Canaccord Genuity,Hold,Hold,main,GOOGL
2018-07-24 11:48:04,Citigroup,Buy,Buy,main,GOOGL
2018-07-24 11:57:18,Barclays,Overweight,Overweight,main,GOOGL
2018-07-24 12:03:29,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-07-24 12:13:35,B. Riley FBR,Buy,Buy,main,GOOGL
2018-07-24 13:24:39,BMO Capital,Market Perform,Market Perform,main,GOOGL
2018-07-24 13:49:53,Credit Suisse,Outperform,Outperform,main,GOOGL
2018-07-24 14:56:59,Bank of America,Buy,Buy,main,GOOGL
2018-08-29 11:17:27,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-10-18 10:47:39,Wedbush,Outperform,,init,GOOGL
2018-10-26 13:52:18,Canaccord Genuity,Hold,Hold,main,GOOGL
2018-10-26 13:58:38,Barclays,Overweight,Overweight,main,GOOGL
2018-10-26 14:26:55,Bank of America,Buy,Buy,main,GOOGL
2018-11-02 14:29:46,JMP Securities,Market Outperform,Market Outperform,main,GOOGL
2018-11-14 12:44:20,Morgan Stanley,Overweight,Overweight,main,GOOGL
2018-12-06 12:52:42,Guggenheim,Buy,,init,GOOGL
2019-01-03 14:43:34,Canaccord Genuity,Buy,Hold,up,GOOGL
2019-01-07 11:56:56,Pivotal Research,Buy,Hold,up,GOOGL
2019-02-05 12:29:46,Barclays,Overweight,Overweight,main,GOOGL
2019-02-05 12:32:53,Nomura,Buy,Buy,main,GOOGL
2019-02-05 12:51:10,BMO Capital,Market Perform,Market Perform,main,GOOGL
2019-02-05 13:05:42,Citigroup,Buy,Buy,main,GOOGL
2019-03-05 12:41:05,Needham,Buy,,init,GOOGL
2019-04-25 14:47:45,BMO Capital,Market Perform,Market Perform,main,GOOGL
2019-04-30 10:31:55,Stifel Nicolaus,Hold,Buy,down,GOOGL
2019-04-30 11:59:37,Morgan Stanley,Overweight,Overweight,main,GOOGL
2019-04-30 12:02:29,Nomura,Buy,Buy,main,GOOGL
2019-05-01 10:20:54,DZ Bank,Hold,Buy,down,GOOGL
2019-05-29 12:17:58,Pivotal Research,Hold,,init,GOOGL
2019-05-29 13:43:52,China Renaissance,Hold,,init,GOOGL
2019-06-04 11:00:40,Loop Capital,Hold,,init,GOOGL
2019-07-15 12:37:23,Morgan Stanley,Overweight,,main,GOOGL
2019-07-26 10:07:53,KeyBanc,Overweight,,main,GOOGL
2019-07-26 11:04:48,Nomura,Buy,,main,GOOGL
2019-07-26 11:09:41,Citigroup,Buy,,main,GOOGL
2019-07-26 11:46:09,Canaccord Genuity,Buy,,main,GOOGL
2019-07-26 11:49:01,Morgan Stanley,Overweight,,main,GOOGL
2019-07-26 12:05:14,Mizuho,Buy,,main,GOOGL
2019-07-26 12:58:19,Credit Suisse,Outperform,,main,GOOGL
2019-07-26 13:01:05,Wedbush,Outperform,,main,GOOGL
2019-07-26 13:05:28,Stifel Nicolaus,Hold,,main,GOOGL
2019-10-25 12:32:52,BMO Capital,Market Perform,,main,GOOGL
2019-10-29 10:05:36,KeyBanc,Overweight,,main,GOOGL
2019-10-29 14:22:54,Canaccord Genuity,Buy,,main,GOOGL
2019-10-29 14:29:56,Barclays,Overweight,,main,GOOGL
2019-10-29 14:41:34,BMO Capital,Market Perform,,main,GOOGL
2019-12-03 11:29:27,Piper Jaffray,Overweight,,init,GOOGL
2019-12-05 12:23:10,Stifel Nicolaus,Buy,Hold,up,GOOGL
2020-01-10 12:42:45,Bernstein,Outperform,,init,GOOGL
2020-01-13 14:51:34,Evercore ISI Group,Outperform,,main,GOOGL
2020-01-17 13:03:25,UBS,Buy,,main,GOOGL
2020-01-21 13:22:19,Morgan Stanley,Overweight,,main,GOOGL
2020-01-24 11:10:39,KeyBanc,Overweight,,main,GOOGL
2020-01-27 12:21:04,Mizuho Securities,Buy,,main,GOOGL
2020-02-04 11:18:55,Pivotal Research,Buy,,main,GOOGL
2020-02-04 11:23:30,Nomura,Buy,,main,GOOGL
2020-02-04 11:42:23,Needham,Buy,,main,GOOGL
2020-02-05 12:46:15,Argus Research,Buy,,main,GOOGL
2020-02-07 16:02:23,Citigroup,Buy,,main,GOOGL
2020-02-25 14:34:30,Morgan Stanley,Overweight,,main,GOOGL
2020-03-26 16:39:56,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2020-03-30 11:00:37,BMO Capital,Outperform,Market Perform,up,GOOGL
2020-03-30 13:28:01,UBS,Buy,,main,GOOGL
2020-03-30 18:48:03,Morgan Stanley,Overweight,,main,GOOGL
2020-04-17 15:27:46,Mizuho,Buy,,main,GOOGL
2020-04-22 15:11:03,Wedbush,Outperform,,main,GOOGL
2020-04-29 10:44:34,JP Morgan,Overweight,,main,GOOGL
2020-04-29 10:53:28,Nomura Instinet,Buy,,main,GOOGL
2020-04-29 10:58:22,Credit Suisse,Outperform,,main,GOOGL
2020-04-29 11:42:40,Morgan Stanley,Overweight,,main,GOOGL
2020-04-29 12:14:14,MKM Partners,Buy,,reit,GOOGL
2020-04-29 13:27:39,RBC Capital,Outperform,,main,GOOGL
2020-04-29 13:28:47,Stifel,Buy,,main,GOOGL
2020-04-29 14:48:03,BMO Capital,Outperform,,main,GOOGL
2020-04-29 14:56:20,Barclays,Overweight,,main,GOOGL
2020-04-29 15:58:38,Mizuho,Buy,,main,GOOGL
2020-04-29 16:22:13,B of A Securities,Buy,,main,GOOGL
2020-04-29 16:28:01,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2020-05-12 16:12:22,Citigroup,Buy,,main,GOOGL
2020-06-24 15:12:55,Goldman Sachs,Buy,,main,GOOGL
2020-07-09 12:26:54,Morgan Stanley,Overweight,,main,GOOGL
2020-07-13 10:45:32,Mizuho,Buy,,main,GOOGL
2020-07-20 12:30:59,Credit Suisse,Outperform,,main,GOOGL
2020-07-21 11:19:39,Mizuho,Buy,,main,GOOGL
2020-07-31 11:43:14,Morgan Stanley,Overweight,,main,GOOGL
2020-07-31 14:09:48,Canaccord Genuity,Buy,,main,GOOGL
2020-08-03 15:55:20,JMP Securities,Outperform,,main,GOOGL
2020-09-15 08:52:12,KeyBanc,Overweight,,init,GOOGL
2020-09-24 11:36:02,Morgan Stanley,Overweight,,main,GOOGL
2020-10-12 12:26:30,Deutsche Bank,Buy,,main,GOOGL
2020-10-20 12:25:33,Jefferies,Buy,,main,GOOGL
2020-10-30 08:46:01,KeyBanc,Overweight,,main,GOOGL
2020-10-30 12:19:36,Morgan Stanley,Overweight,,main,GOOGL
2020-10-30 17:10:24,Deutsche Bank,Buy,,main,GOOGL
2020-11-02 16:51:18,Canaccord Genuity,Buy,,main,GOOGL
2020-11-03 16:13:49,Citigroup,Neutral,,main,GOOGL
2012-02-09 08:17:00,Canaccord Genuity,Buy,,main,AAPL
2012-03-08 07:33:00,FBN Securities,Outperform,,main,AAPL
2012-03-13 06:08:00,Jefferies,Buy,,main,AAPL
2012-03-14 06:13:00,Morgan Stanley,Overweight,,main,AAPL
2012-03-14 08:21:00,Canaccord Genuity,Buy,,main,AAPL
2012-03-14 15:25:00,Oxen Group,Buy,,init,AAPL
2012-03-15 07:53:00,PiperJaffray,Overweight,,main,AAPL
2012-03-16 06:53:00,Oppenheimer,Outperform,,main,AAPL
2012-03-16 13:53:00,UBS,Buy,,main,AAPL
2012-03-19 07:24:00,Wedbush,Outperform,,main,AAPL
2012-03-19 09:53:00,FBN Securities,Outperform,,main,AAPL
2012-03-19 14:25:00,Goldman Sachs,Buy,,main,AAPL
2012-03-19 14:59:00,Morgan Keegan,Outperform,,main,AAPL
2012-03-20 06:10:00,Sterne Agee,Buy,,main,AAPL
2012-03-20 06:53:00,Citigroup,Buy,,main,AAPL
2012-03-21 08:43:00,Scotiabank,Sector Perform,,main,AAPL
2012-03-21 14:31:00,Hilliard Lyons,Buy,,main,AAPL
2012-03-21 14:33:00,"Crowell, Weedon & Co.",Buy,,main,AAPL
2012-03-30 07:16:00,BMO Capital,Outperform,,main,AAPL
2012-04-03 07:01:00,PiperJaffray,Overweight,,main,AAPL
2012-04-03 07:06:00,JP Morgan,Overweight,,main,AAPL
2012-04-05 06:25:00,Jefferies,Buy,,main,AAPL
2012-04-09 07:00:00,BTIG Research,Neutral,,down,AAPL
2012-04-11 06:42:00,Sterne Agee,Buy,,main,AAPL
2012-04-12 06:00:00,Credit Suisse,Outperform,,main,AAPL
2012-04-13 06:49:00,Bank oferica,Buy,,main,AAPL
2012-04-18 06:23:00,Goldman Sachs,Buy,,main,AAPL
2012-04-19 06:15:00,Canaccord Genuity,Buy,,main,AAPL
2012-04-25 06:04:00,Deutsche Bank,Buy,,main,AAPL
2012-04-25 06:42:00,Goldman Sachs,Buy,,main,AAPL
2012-04-25 06:50:00,Citigroup,Buy,,main,AAPL
2012-04-25 06:59:00,Wedbush,Outperform,,main,AAPL
2012-04-25 07:33:00,FBN Securities,Outperform,,main,AAPL
2012-04-25 07:40:00,Canaccord Genuity,Buy,,main,AAPL
2012-04-25 09:00:00,Societe Generale,Buy,,up,AAPL
2012-04-25 09:19:00,ISI Group,Buy,,main,AAPL
2012-04-25 09:22:00,Sterne Agee,Buy,,main,AAPL
2012-04-25 09:36:00,Bank oferica,Buy,,main,AAPL
2012-04-26 08:51:00,Hilliard Lyons,Buy,,main,AAPL
2012-04-26 09:04:00,Scotiabank,Sector Outperform,,up,AAPL
2012-06-04 07:09:00,"Crowell, Weedon & Co.",Buy,,main,AAPL
2012-07-11 07:03:00,UBS,Buy,,init,AAPL
2012-07-25 06:46:00,Morgan Stanley,Overweight,,main,AAPL
2012-07-25 07:35:00,Goldman Sachs,Buy,,main,AAPL
2012-07-25 07:48:00,Raymond James,Outperform,Strong Buy,down,AAPL
2012-07-25 07:53:00,Bank of America,Buy,,main,AAPL
2012-07-25 08:05:00,BMO Capital,Outperform,,main,AAPL
2012-07-26 05:33:00,Phillip Securities,Neutral,Accumulate,down,AAPL
2012-08-09 08:35:00,Stifel Nicolaus,Buy,,init,AAPL
2012-08-17 07:16:00,Jefferies,Buy,,main,AAPL
2012-08-21 11:40:00,Oracle Investment Research,Hold,Buy,down,AAPL
2012-08-22 07:36:00,Needham,Buy,,main,AAPL
2012-08-27 06:25:00,Oppenheimer,Outperform,,main,AAPL
2012-08-27 06:27:00,Bank of America,Buy,,main,AAPL
2012-09-04 07:04:00,Wedbush,Outperform,,main,AAPL
2012-09-05 06:57:00,JP Morgan,Overweight,,main,AAPL
2012-09-06 06:37:00,Societe Generale,Buy,,main,AAPL
2012-09-10 11:05:00,Monness Crespi Hardt,Buy,,init,AAPL
2012-09-12 07:38:00,Hudson Square,Buy,,main,AAPL
2012-09-12 07:51:00,Hudson Square,Buy,,main,AAPL
2012-09-13 06:18:00,Sterne Agee,Buy,,main,AAPL
2012-09-13 06:22:00,Goldman Sachs,Buy,,main,AAPL
2012-09-13 10:57:00,UBS,Buy,,main,AAPL
2012-09-13 11:56:00,Barclays,Overweight,,main,AAPL
2012-09-14 11:07:00,Hilliard Lyons,Buy,,main,AAPL
2012-09-17 09:12:00,BMO Capital,Outperform,,main,AAPL
2012-09-18 06:05:00,Sterne Agee,Buy,,main,AAPL
2012-09-18 07:33:00,Bank of America,Buy,,main,AAPL
2012-09-21 07:16:00,Deutsche Bank,Buy,,main,AAPL
2012-09-21 07:29:00,"Crowell, Weedon & Co.",Buy,,main,AAPL
2012-10-09 08:14:00,Nomura,Neutral,,init,AAPL
2012-10-24 08:21:00,Canaccord Genuity,Buy,,main,AAPL
2012-10-24 12:11:00,Barclays,Overweight,,main,AAPL
2012-10-26 07:39:00,Nomura,Neutral,,main,AAPL
2012-10-26 07:59:00,FBN Securities,Outperform,,main,AAPL
2012-10-26 08:05:00,Deutsche Bank,Buy,,main,AAPL
2012-11-01 09:40:00,Oracle Investment Research,Buy,Hold,up,AAPL
2012-11-09 10:58:00,Avondale Partners,Market Perform,,init,AAPL
2012-11-19 11:09:00,Bank of America,Buy,,main,AAPL
2012-11-26 06:49:00,Citigroup,Buy,,init,AAPL
2012-12-03 10:31:41,ABG Sundal Collier,,,init,AAPL
2012-12-05 10:02:22,Oracle Investment Research,Strong Buy,Buy,up,AAPL
2012-12-10 08:00:15,Jefferies,Buy,,main,AAPL
2012-12-14 09:32:14,UBS,Buy,,main,AAPL
2012-12-17 05:57:53,Citigroup,Neutral,Buy,down,AAPL
2012-12-17 07:53:22,BMO Capital,Outperform,,main,AAPL
2012-12-17 08:21:23,Pacific Crest,Outperform,,main,AAPL
2012-12-17 10:31:38,Mizuho,Buy,,main,AAPL
2012-12-17 12:41:06,Canaccord Genuity,,,reit,AAPL
2013-01-07 08:51:09,Barclays,Overweight,,main,AAPL
2013-01-10 09:57:33,PiperJaffray,Overweight,,main,AAPL
2013-01-11 08:55:26,Credit Agricole,Buy,,main,AAPL
2013-01-15 08:07:22,Nomura,Neutral,,main,AAPL
2013-01-16 07:42:54,Pacific Crest,Sector Perform,Outperform,down,AAPL
2013-01-16 07:47:06,Stifel,Buy,,main,AAPL
2013-01-16 07:48:01,Bank of America,Buy,,main,AAPL
